period,category,actual_sales,sample_sales,factor,estimated_sales,method,error,error_pct
2017-01-02,DELI,142702.9939,66598.2566,2.1488492897387452,143109.6163927487,category_level,406.622492748691,0.0028494321081562884
2017-01-02,EGGS,85819.0,42236.0,2.1220284663136915,89625.99430322507,category_level,3806.994303225074,0.04436073950086897
2017-01-02,FROZEN FOODS,67128.28727,35507.8163,1.988447322739547,70605.42225806264,category_level,3477.1349880626367,0.05179835698886641
2017-01-02,GROCERY I,2132952.211,1072366.869,2.085151890718367,2236047.804439085,category_level,103095.59343908494,0.04833469447060431
2017-01-02,GROCERY II,9320.0,4875.0,1.8644683666958146,9089.283287642096,category_level,-230.71671235790382,-0.02475501205556908
2017-01-02,HARDWARE,561.0,248.0,2.2259140474663246,552.0266837716485,category_level,-8.97331622835145,-0.015995216093318092
2017-01-02,HOME AND KITCHEN I,22056.0,10655.0,2.197046924277659,23409.534978178457,category_level,1353.534978178457,0.06136810746184517
2017-01-02,HOME AND KITCHEN II,11221.0,5416.0,1.972988890810063,10685.7078326273,category_level,-535.2921673726996,-0.04770449758245251
2017-01-02,HOME APPLIANCES,214.0,125.0,1.8807537012113056,235.0942126514132,category_level,21.094212651413187,0.09857108715613638
2017-01-02,HOME CARE,159183.0,79354.0,2.0762181732311964,164756.21691858835,category_level,5573.216918588354,0.035011382613648154
2017-01-02,LADIESWEAR,5580.0,3414.0,1.8303848212840657,6248.9337798638,category_level,668.9337798637998,0.1198806057103584
2017-01-02,LAWN AND GARDEN,5843.0,3222.0,2.0002537922417662,6444.817718602971,category_level,601.8177186029707,0.10299806924575915
2017-01-02,LINGERIE,3078.0,1355.0,2.2340314952445297,3027.112676056338,category_level,-50.88732394366207,-0.01653259387383433
2017-01-02,"LIQUOR,WINE,BEER",33591.0,16494.0,2.188090607257225,36090.366476100666,category_level,2499.3664761006657,0.07440583716175957
2017-01-02,MAGAZINES,1716.0,911.0,1.825972405186161,1663.4608611245926,category_level,-52.53913887540739,-0.030617213796857452
2017-01-02,MEATS,163887.26447,87084.3032,1.9545183747007162,170207.87075240837,category_level,6320.606282408378,0.03856679347750894
2017-01-02,PERSONAL CARE,185956.0,90750.0,2.122711634769719,192636.080855352,category_level,6680.080855351989,0.03592291109376406
2017-01-02,PET SUPPLIES,3627.0,2262.0,1.7322586922677738,3918.3691619097044,category_level,291.3691619097044,0.08033337797345035
2017-01-02,PLAYERS AND ELECTRONICS,5648.0,3111.0,1.8749182600507441,5832.870707017865,category_level,184.87070701786524,0.03273206569013195
2017-01-02,POULTRY,185310.2023,111270.9022,1.7357902329698607,193142.94525250458,category_level,7832.742952504574,0.04226827695014919
2017-01-02,PREPARED FOODS,47747.77806,27512.28904,1.8430942976670825,50707.74304539257,category_level,2959.964985392573,0.06199168015049983
2017-01-02,PRODUCE,1099164.1949,642493.7199,1.7836736155071242,1145999.0963146547,category_level,46834.90141465468,0.04260955881929509
2017-01-02,SCHOOL AND OFFICE SUPPLIES,739.0,435.0,1.8319417822682824,796.8946752867029,category_level,57.894675286702864,0.07834191513762227
2017-01-02,SEAFOOD,10321.246994,7028.471,1.5097721180857726,10611.389548574427,category_level,290.1425545744278,0.02811119186887931
2017-01-09,AUTOMOTIVE,2507.0,1093.0,2.3097340641494113,2524.5393321153065,category_level,17.53933211530648,0.006996143643919617
2017-01-09,BABY CARE,128.0,39.0,2.7843336724313326,108.58901322482197,category_level,-19.41098677517803,-0.15164833418107837
2017-01-09,BEAUTY,2339.0,1233.0,1.964977908689249,2422.817761413844,category_level,83.81776141384398,0.03583487020685933
2017-01-09,BEVERAGES,1395062.0,737001.0,1.9544707649760995,1440446.9082581503,category_level,45384.90825815033,0.03253253852384362
2017-01-09,BOOKS,187.0,119.0,1.6005528680027643,190.46579129232896,category_level,3.4657912923289587,0.018533643274486408
2017-01-09,BREAD/BAKERY,212560.6831,108717.27429999999,1.998859798703634,217310.58902290574,category_level,4749.905922905746,0.022346117135270658
2017-01-09,CELEBRATION,5464.0,2747.0,2.1235664881036094,5833.437142820615,category_level,369.437142820615,0.0676129470755152
2017-01-09,CLEANING,452087.0,216474.0,2.160055926029575,467595.9465313262,category_level,15508.946531326219,0.03430522561216363
2017-01-09,DAIRY,350699.0,185470.0,1.9121646467618958,354649.1770349288,category_level,3950.1770349288126,0.011263724832203151
2017-01-09,DELI,112548.96496,52573.5878,2.1488492897387452,112972.71680304756,category_level,423.7518430475611,0.0037650443360199974
2017-01-09,EGGS,69967.0,32437.0,2.1220284663136915,68832.23736181721,category_level,-1134.7626381827868,-0.016218540714662437
2017-01-09,FROZEN FOODS,51429.2977,26222.01608,1.988447322739547,52141.09767110935,category_level,711.7999711093507,0.013840359541004401
2017-01-09,GROCERY I,1644260.592,813414.172,2.085151890718367,1696092.0986829149,category_level,51831.506682914915,0.03152268377354319
2017-01-09,GROCERY II,7701.0,4134.0,1.8644683666958146,7707.712227920498,category_level,6.712227920497753,0.000871604716335249
2017-01-09,HARDWARE,478.0,200.0,2.2259140474663246,445.1828094932649,category_level,-32.81719050673507,-0.06865521026513614
2017-01-09,HOME AND KITCHEN I,21278.0,10217.0,2.197046924277659,22447.22842534484,category_level,1169.2284253448415,0.05495010928399481
2017-01-09,HOME AND KITCHEN II,10258.0,5121.0,1.972988890810063,10103.676109838332,category_level,-154.3238901616678,-0.015044247432410587
2017-01-09,HOME APPLIANCES,133.0,93.0,1.8807537012113056,174.91009421265142,category_level,41.910094212651416,0.31511349032068736
2017-01-09,HOME CARE,112361.0,55124.0,2.0762181732311964,114449.45058119648,category_level,2088.4505811964773,0.018586970400730478
2017-01-09,LADIESWEAR,4649.0,2634.0,1.8303848212840657,4821.233619262229,category_level,172.23361926222879,0.03704745520805093
2017-01-09,LAWN AND GARDEN,5581.0,2977.0,2.0002537922417662,5954.755539503738,category_level,373.75553950373796,0.06696927781826519
2017-01-09,LINGERIE,2407.0,1151.0,2.2340314952445297,2571.370251026454,category_level,164.37025102645384,0.06828843000683583
2017-01-09,"LIQUOR,WINE,BEER",30399.0,14197.0,2.188090607257225,31064.32235123082,category_level,665.3223512308214,0.021886323603763986
2017-01-09,MAGAZINES,2295.0,1271.0,1.825972405186161,2320.810926991611,category_level,25.810926991610813,0.01124659128174763
2017-01-09,MEATS,146059.8648,76372.8427,1.9545183747007162,149272.12438527745,category_level,3212.2595852774393,0.021992760226609762
2017-01-09,PERSONAL CARE,137901.0,65244.0,2.122711634769719,138494.19789891553,category_level,593.1978989155323,0.004301621445207303
2017-01-09,PET SUPPLIES,3006.0,1799.0,1.7322586922677738,3116.333387389725,category_level,110.33338738972498,0.036704387022529934
2017-01-09,PLAYERS AND ELECTRONICS,4459.0,2345.0,1.8749182600507441,4396.683319818995,category_level,-62.31668018100481,-0.013975483332811126
2017-01-09,POULTRY,154910.77974,92209.9313,1.7357902329698607,160057.09813336184,category_level,5146.318393361842,0.033221176744441853
2017-01-09,PREPARED FOODS,42476.797829999996,23941.85973,1.8430942976670825,44127.10514390816,category_level,1650.3073139081607,0.038851970916286956
2017-01-09,PRODUCE,907538.8994999999,524818.026,1.7836736155071242,936104.0659187319,category_level,28565.16641873191,0.031475418226667336
2017-01-09,SCHOOL AND OFFICE SUPPLIES,705.0,422.0,1.8319417822682824,773.0794321172152,category_level,68.07943211721522,0.09656657037902867
2017-01-09,SEAFOOD,8538.700069,5775.99207,1.5097721180857726,8720.431781570527,category_level,181.73171257052672,0.021283299694564634
2017-01-16,AUTOMOTIVE,2443.0,1087.0,2.3097340641494113,2510.68092773041,category_level,67.68092773041008,0.02770402281228411
2017-01-16,BABY CARE,88.0,25.0,2.7843336724313326,69.60834181078332,category_level,-18.391658189216685,-0.20899611578655322
2017-01-16,BEAUTY,2170.0,1146.0,1.964977908689249,2251.864683357879,category_level,81.86468335787913,0.03772566053358485
2017-01-16,BEVERAGES,1431048.0,755828.0,1.9544707649760995,1477243.7293503555,category_level,46195.729350355454,0.03228104812022759
2017-01-16,BOOKS,164.0,101.0,1.6005528680027643,161.65583966827919,category_level,-2.344160331720815,-0.014293660559273261
2017-01-16,BREAD/BAKERY,213760.111,110058.872,1.998859798703634,219992.25473146903,category_level,6232.1437314690265,0.029154848873880996
2017-01-16,CELEBRATION,5072.0,2393.0,2.1235664881036094,5081.694606031937,category_level,9.694606031936928,0.0019113970883156404
2017-01-16,CLEANING,446966.0,214431.0,2.160055926029575,463182.95227444783,category_level,16216.95227444783,0.0362822950167302
2017-01-16,DAIRY,352660.0,187029.0,1.9121646467618958,357630.2417192306,category_level,4970.241719230602,0.01409357942276017
2017-01-16,DELI,115669.6149,54675.7127,2.1488492897387452,117489.86640135468,category_level,1820.25150135468,0.015736643568220958
2017-01-16,EGGS,69233.0,33525.0,2.1220284663136915,71141.00433316651,category_level,1908.0043331665074,0.027559174572335553
2017-01-16,FROZEN FOODS,48680.856139999996,25069.80702,1.988447322739547,49849.9906505161,category_level,1169.1345105161017,0.024016309556138832
2017-01-16,GROCERY I,1633606.692,810182.478,2.085151890718367,1689353.5258285915,category_level,55746.83382859151,0.034125003344802354
2017-01-16,GROCERY II,7342.0,4175.0,1.8644683666958146,7784.155430955026,category_level,442.1554309550256,0.06022275006197571
2017-01-16,HARDWARE,437.0,231.0,2.2259140474663246,514.1861449647209,category_level,77.18614496472094,0.17662733401537972
2017-01-16,HOME AND KITCHEN I,15585.0,6998.0,2.197046924277659,15374.934376095058,category_level,-210.06562390494219,-0.013478705415780699
2017-01-16,HOME AND KITCHEN II,9552.0,4761.0,1.972988890810063,9393.40010914671,category_level,-158.59989085328925,-0.01660384116973296
2017-01-16,HOME APPLIANCES,171.0,95.0,1.8807537012113056,178.67160161507402,category_level,7.6716016150740245,0.04486316733961418
2017-01-16,HOME CARE,111639.0,56195.0,2.0762181732311964,116673.08024472708,category_level,5034.0802447270835,0.045092487793039024
2017-01-16,LADIESWEAR,4891.0,2673.0,1.8303848212840657,4892.618627292308,category_level,1.6186272923077922,0.0003309399493575531
2017-01-16,LAWN AND GARDEN,5590.0,2998.0,2.0002537922417662,5996.760869140815,category_level,406.760869140815,0.07276580843306171
2017-01-16,LINGERIE,2549.0,1234.0,2.2340314952445297,2756.7948651317497,category_level,207.7948651317497,0.0815201510913102
2017-01-16,"LIQUOR,WINE,BEER",30701.0,13960.0,2.188090607257225,30545.74487731086,category_level,-155.255122689141,-0.0050570053968646295
2017-01-16,MAGAZINES,2488.0,1381.0,1.825972405186161,2521.6678915620882,category_level,33.66789156208824,0.013532110756466336
2017-01-16,MEATS,140105.11705,73520.1767,1.9545183747007162,143696.53627139344,category_level,3591.419221393444,0.02563374769610846
2017-01-16,PERSONAL CARE,121667.0,58642.0,2.122711634769719,124480.05568616586,category_level,2813.055686165855,0.023120942294671976
2017-01-16,PET SUPPLIES,3034.0,1786.0,1.7322586922677738,3093.814024390244,category_level,59.81402439024396,0.01971457626573631
2017-01-16,PLAYERS AND ELECTRONICS,4432.0,2455.0,1.8749182600507441,4602.924328424577,category_level,170.92432842457674,0.038565958579552514
2017-01-16,POULTRY,151971.83712,89483.6862,1.7357902329698607,155324.9085160999,category_level,3353.0713960998983,0.022063768258932383
2017-01-16,PREPARED FOODS,43298.49364,24319.20083,1.8430942976670825,44822.580373593584,category_level,1524.0867335935836,0.03519953248871462
2017-01-16,PRODUCE,925539.0081,534904.193,1.7836736155071242,954094.4958782305,category_level,28555.48777823057,0.030852819306720444
2017-01-16,SCHOOL AND OFFICE SUPPLIES,667.0,408.0,1.8319417822682824,747.4322471654592,category_level,80.43224716545922,0.1205880767098339
2017-01-16,SEAFOOD,8349.023007,5644.54901,1.5097721180857726,8521.98271446665,category_level,172.9597074666508,0.020716161318712102
2017-01-23,AUTOMOTIVE,2305.0,1072.0,2.3097340641494113,2476.034916768169,category_level,171.03491676816884,0.07420169924866327
2017-01-23,BABY CARE,116.0,33.0,2.7843336724313326,91.88301119023397,category_level,-24.116988809766028,-0.20790507594625887
2017-01-23,BEAUTY,1998.0,981.0,1.964977908689249,1927.6433284241532,category_level,-70.3566715758468,-0.03521354933726066
2017-01-23,BEVERAGES,1285322.0,667984.0,1.9544707649760995,1305555.1994717948,category_level,20233.199471794767,0.015741735901038625
2017-01-23,BOOKS,161.0,99.0,1.6005528680027643,158.45473393227365,category_level,-2.5452660677263452,-0.01580910601072264
2017-01-23,BREAD/BAKERY,211541.4002,107571.3173,1.998859798703634,215019.98164456274,category_level,3478.581444562733,0.016443974755172924
2017-01-23,CELEBRATION,5162.0,2425.0,2.1235664881036094,5149.648733651253,category_level,-12.351266348747231,-0.002392728854852234
2017-01-23,CLEANING,419245.0,201411.0,2.160055926029575,435059.0241175427,category_level,15814.024117542722,0.03772024500600537
2017-01-23,DAIRY,343196.0,181545.0,1.9121646467618958,347143.93079638836,category_level,3947.930796388362,0.011503428933869748
2017-01-23,DELI,114154.1461,53613.858,2.1488492897387452,115208.10068345394,category_level,1053.9545834539458,0.009232731525411899
2017-01-23,EGGS,68595.0,32273.0,2.1220284663136915,68484.22469334176,category_level,-110.77530665823724,-0.001614918094004479
2017-01-23,FROZEN FOODS,48017.92487,25001.772109999998,1.988447322739547,49714.70681587377,category_level,1696.781945873765,0.03533642802073393
2017-01-23,GROCERY I,1579746.121,770688.814,2.085151890718367,1607003.2376675957,category_level,27257.116667595692,0.017254112104001608
2017-01-23,GROCERY II,7165.0,3971.0,1.8644683666958146,7403.80388414908,category_level,238.80388414907975,0.03332922318898531
2017-01-23,HARDWARE,418.0,225.0,2.2259140474663246,500.830660679923,category_level,82.83066067992303,0.19815947531082065
2017-01-23,HOME AND KITCHEN I,13369.0,5951.0,2.197046924277659,13074.626246376349,category_level,-294.3737536236513,-0.0220191303480927
2017-01-23,HOME AND KITCHEN II,9197.0,4518.0,1.972988890810063,8913.963808679864,category_level,-283.0361913201359,-0.030774838677844505
2017-01-23,HOME APPLIANCES,198.0,115.0,1.8807537012113056,216.28667563930014,category_level,18.286675639300142,0.09235694767323305
2017-01-23,HOME CARE,107557.0,53054.0,2.0762181732311964,110151.6789626079,category_level,2594.678962607897,0.02412375728783712
2017-01-23,LADIESWEAR,4634.0,2546.0,1.8303848212840657,4660.159754989231,category_level,26.15975498923126,0.005645178029613997
2017-01-23,LAWN AND GARDEN,5872.0,3088.0,2.0002537922417662,6176.783710442574,category_level,304.7837104425744,0.05190458284103787
2017-01-23,LINGERIE,2232.0,1030.0,2.2340314952445297,2301.0524401018656,category_level,69.05244010186561,0.030937473163918285
2017-01-23,"LIQUOR,WINE,BEER",30670.0,14448.0,2.188090607257225,31613.533093652382,category_level,943.5330936523824,0.030764039571319932
2017-01-23,MAGAZINES,2507.0,1299.0,1.825972405186161,2371.938154336823,category_level,-135.06184566317688,-0.05387389136943633
2017-01-23,MEATS,132534.4523,69630.0294,1.9545183747007162,136093.17189325107,category_level,3558.719593251066,0.02685127928242901
2017-01-23,PERSONAL CARE,121548.0,56848.0,2.122711634769719,120671.91101338898,category_level,-876.0889866110228,-0.007207761432611173
2017-01-23,PET SUPPLIES,2831.0,1647.0,1.7322586922677738,2853.0300661650235,category_level,22.030066165023527,0.007781725950202588
2017-01-23,PLAYERS AND ELECTRONICS,4340.0,2296.0,1.8749182600507441,4304.812325076508,category_level,-35.18767492349161,-0.0081077591989612
2017-01-23,POULTRY,149433.0989,88493.7076,1.7357902329698607,153606.51333137072,category_level,4173.4144313707075,0.027928313486716476
2017-01-23,PREPARED FOODS,43034.54911,24163.92203,1.8430942976670825,44536.386902765,category_level,1501.837792765,0.03489842054406504
2017-01-23,PRODUCE,889540.2085,510308.83999999997,1.7836736155071242,910224.4136680465,category_level,20684.205168046523,0.02325269276239414
2017-01-23,SCHOOL AND OFFICE SUPPLIES,584.0,337.0,1.8319417822682824,617.3643806244112,category_level,33.36438062441118,0.05713078874043011
2017-01-23,SEAFOOD,8174.967102,5544.192106,1.5097721180857726,8370.466658950041,category_level,195.49955695004155,0.023914415129843488
2017-01-30,AUTOMOTIVE,3108.0,1365.0,2.3097340641494113,3152.7869975639464,category_level,44.78699756394644,0.014410230876430645
2017-01-30,BABY CARE,153.0,47.0,2.7843336724313326,130.86368260427264,category_level,-22.13631739572736,-0.14468181304396968
2017-01-30,BEAUTY,2428.0,1299.0,1.964977908689249,2552.5063033873344,category_level,124.50630338733436,0.05127936712822667
2017-01-30,BEVERAGES,1362405.0,702379.0,1.9544707649760995,1372779.2214331478,category_level,10374.221433147788,0.0076146384027860935
2017-01-30,BOOKS,183.0,98.0,1.6005528680027643,156.8541810642709,category_level,-26.145818935729096,-0.14287332751764534
2017-01-30,BREAD/BAKERY,227537.5402,114390.321,1.998859798703634,228650.21400770408,category_level,1112.6738077040936,0.0048900669609334806
2017-01-30,CELEBRATION,5311.0,2441.0,2.1235664881036094,5183.625797460911,category_level,-127.37420253908931,-0.023983092174560218
2017-01-30,CLEANING,525794.0,249270.0,2.160055926029575,538437.1406813922,category_level,12643.140681392164,0.02404580630701789
2017-01-30,DAIRY,376155.0,197284.0,1.9121646467618958,377239.4901717738,category_level,1084.4901717738248,0.002883093862300979
2017-01-30,DELI,130766.7604,61156.4417,2.1488492897387452,131415.97630999397,category_level,649.2159099939745,0.0049646860410711416
2017-01-30,EGGS,74431.0,34535.0,2.1220284663136915,73284.25308414333,category_level,-1146.7469158566673,-0.01540684547912385
2017-01-30,FROZEN FOODS,50802.01881,26524.57273,1.988447322739547,52742.7156317789,category_level,1940.6968217788963,0.03820117521386541
2017-01-30,GROCERY I,1866652.7280000001,905538.71,2.085151890718367,1888185.7532751707,category_level,21533.02527517057,0.011535635392793087
2017-01-30,GROCERY II,7709.0,4252.0,1.8644683666958146,7927.719495190604,category_level,218.719495190604,0.028371967205941626
2017-01-30,HARDWARE,416.0,206.0,2.2259140474663246,458.5382937780629,category_level,42.538293778062894,0.10225551388957427
2017-01-30,HOME AND KITCHEN I,13677.0,6462.0,2.197046924277659,14197.317224682234,category_level,520.3172246822342,0.03804322765827551
2017-01-30,HOME AND KITCHEN II,11690.0,6001.0,1.972988890810063,11839.906333751189,category_level,149.90633375118887,0.01282346738675696
2017-01-30,HOME APPLIANCES,221.0,120.0,1.8807537012113056,225.69044414535668,category_level,4.690444145356679,0.02122372916450986
2017-01-30,HOME CARE,127925.0,61906.0,2.0762181732311964,128530.36223205045,category_level,605.362232050451,0.0047321651909357125
2017-01-30,LADIESWEAR,4955.0,2748.0,1.8303848212840657,5029.897488888612,category_level,74.89748888861232,0.015115537616268883
2017-01-30,LAWN AND GARDEN,5635.0,3118.0,2.0002537922417662,6236.7913242098275,category_level,601.7913242098275,0.10679526605320808
2017-01-30,LINGERIE,2621.0,1227.0,2.2340314952445297,2741.156644665038,category_level,120.15664466503813,0.04584381711752695
2017-01-30,"LIQUOR,WINE,BEER",30369.0,14538.0,2.188090607257225,31810.461248305535,category_level,1441.4612483055353,0.047464890128273415
2017-01-30,MAGAZINES,2034.0,1116.0,1.825972405186161,2037.7852041877557,category_level,3.785204187755653,0.0018609656773626612
2017-01-30,MEATS,148618.9221,77018.1098,1.9545183747007162,150533.31078881733,category_level,1914.3886888173292,0.012881190778178368
2017-01-30,PERSONAL CARE,148307.0,71175.0,2.122711634769719,151084.00060473473,category_level,2777.000604734727,0.018724676547531318
2017-01-30,PET SUPPLIES,3403.0,2012.0,1.7322586922677738,3485.304488842761,category_level,82.3044888427612,0.024185862134223097
2017-01-30,PLAYERS AND ELECTRONICS,4712.0,2481.0,1.8749182600507441,4651.672203185896,category_level,-60.32779681410375,-0.012803012906218962
2017-01-30,POULTRY,164447.07184,96452.8999,1.7357902329698607,167422.00158803965,category_level,2974.9297480396635,0.018090499969097312
2017-01-30,PREPARED FOODS,47167.11199,26387.337,1.8430942976670825,48634.35035531962,category_level,1467.238365319623,0.03110723348147106
2017-01-30,PRODUCE,947236.7894,544429.064,1.7836736155071242,971083.7569720396,category_level,23846.967572039575,0.025175297073443223
2017-01-30,SCHOOL AND OFFICE SUPPLIES,623.0,338.0,1.8319417822682824,619.1963224066794,category_level,-3.8036775933205718,-0.006105421498106857
2017-01-30,SEAFOOD,8954.546078,6026.97005,1.5097721180857726,9099.351338028015,category_level,144.80526002801525,0.01617114466402495
2017-02-06,AUTOMOTIVE,2883.0,1271.0,2.3097340641494113,2935.6719955339017,category_level,52.671995533901736,0.0182698562379125
2017-02-06,BABY CARE,108.0,36.0,2.7843336724313326,100.23601220752798,category_level,-7.763987792472022,-0.07188877585622243
2017-02-06,BEAUTY,1908.0,1033.0,1.964977908689249,2029.8221796759942,category_level,121.82217967599422,0.06384810255555252
2017-02-06,BEVERAGES,1263005.0,662503.0,1.9544707649760995,1294842.745208961,category_level,31837.745208960958,0.025207932833964202
2017-02-06,BOOKS,135.0,95.0,1.6005528680027643,152.05252246026262,category_level,17.052522460262622,0.12631498118713053
2017-02-06,BREAD/BAKERY,213930.3499,108205.259,1.998859798703634,216287.1422234146,category_level,2356.7923234145856,0.01101663379934754
2017-02-06,CELEBRATION,5133.0,2502.0,2.1235664881036094,5313.163353235231,category_level,180.16335323523072,0.03509903628194637
2017-02-06,CLEANING,451985.0,218297.0,2.160055926029575,471533.72848447814,category_level,19548.72848447814,0.04325083461725088
2017-02-06,DAIRY,347596.0,185694.0,1.9121646467618958,355077.50191580347,category_level,7481.50191580347,0.021523555840123217
2017-02-06,DELI,116218.92079999999,54956.6044,2.1488492897387452,118093.46033139319,category_level,1874.539531393195,0.016129383395489204
2017-02-06,EGGS,66811.0,32254.0,2.1220284663136915,68443.90615248181,category_level,1632.9061524818098,0.024440678218883266
2017-02-06,FROZEN FOODS,50367.97,26175.96786,1.988447322739547,52049.53321133343,category_level,1681.5632113334286,0.033385566488651985
2017-02-06,GROCERY I,1636312.251,809724.646,2.085151890718367,1688398.8765681603,category_level,52086.62556816032,0.03183171520981317
2017-02-06,GROCERY II,7907.0,4437.0,1.8644683666958146,8272.64614302933,category_level,365.6461430293293,0.04624334678504228
2017-02-06,HARDWARE,461.0,237.0,2.2259140474663246,527.5416292495189,category_level,66.5416292495189,0.14434192895774167
2017-02-06,HOME AND KITCHEN I,12346.0,5835.0,2.197046924277659,12819.768803160141,category_level,473.76880316014103,0.03837427532481298
2017-02-06,HOME AND KITCHEN II,11091.0,5697.0,1.972988890810063,11240.117710944929,category_level,149.11771094492906,0.013444929307089447
2017-02-06,HOME APPLIANCES,226.0,124.0,1.8807537012113056,233.2134589502019,category_level,7.213458950201897,0.031917959956645564
2017-02-06,HOME CARE,106439.0,52237.0,2.0762181732311964,108455.40871507801,category_level,2016.4087150780106,0.018944265871325458
2017-02-06,LADIESWEAR,4464.0,2466.0,1.8303848212840657,4513.728969286506,category_level,49.72896928650607,0.011140002080310499
2017-02-06,LAWN AND GARDEN,6223.0,3239.0,2.0002537922417662,6478.822033071081,category_level,255.82203307108102,0.041109116675410735
2017-02-06,LINGERIE,2436.0,1123.0,2.2340314952445297,2508.8173691596066,category_level,72.81736915960664,0.029892187668147226
2017-02-06,"LIQUOR,WINE,BEER",32802.0,14972.0,2.188090607257225,32760.09257185517,category_level,-41.90742814483019,-0.0012775875905380828
2017-02-06,MAGAZINES,2422.0,1341.0,1.825972405186161,2448.628995354642,category_level,26.62899535464203,0.010994630617110665
2017-02-06,MEATS,135195.90045,69726.44424,1.9545183747007162,136281.61646962492,category_level,1085.7160196249315,0.008030687439568229
2017-02-06,PERSONAL CARE,117093.0,56360.0,2.122711634769719,119636.02773562135,category_level,2543.0277356213483,0.021718016752678197
2017-02-06,PET SUPPLIES,2926.0,1726.0,1.7322586922677738,2989.8785028541774,category_level,63.87850285417744,0.021831340688372333
2017-02-06,PLAYERS AND ELECTRONICS,4100.0,2190.0,1.8749182600507441,4106.0709895111295,category_level,6.070989511129483,0.0014807291490559714
